Code,forPNG,Latin name,Morphotyper,CodeMJ,Subfamily,Description,Note
POLY 011,TRUE,"Polyrhachis (Myrmothrinax) queenslandica Emery, 1895 (thrinax-group)",,?,Formicinae,"similar to POLY 009, also 3 spines on petiolus, but the middle one is much longer and prothorax missing spines (only sharp angles)","det. R.Kohout,redescribed to species level,  senior synonym of dahli unisculpta Viehmeyer"
POLY 012,TRUE,"Polyrhachis (Myrma) semitestacea Emery, 1900 (relucens-group)",,?,Formicinae,"with orange abdomen with gold hairs, orange legs, petiolus and spines very similar to POLY 002 but very diff. colour, probably different species? - based on Queen",det. R. Kohout from photos
---POLY 013,FALSE,Polyrhachis sp. 13 cf. sp. 15,,POLY 003?,Formicinae,"sibling of POLY 015, but black petiolus and propodeal spines in angle about 60 degrees (smaller degree than on petiolus but going really outwards), new sp. or varieta of 015?","just singleton, variety in angle might be withi sp. boundaries, changed to 015"
POLY 014,TRUE,Polyrhachis (Myrmatopa) sp. nov. (flavicornis-group),,?,Formicinae,"black with light brown abd. Similar to POLY 008 and 010, but very small propodeal spines only (no spines on pronotum) and large two spines on petiolus, sculptured head with tiny pits",det. R.Kohout
POLY 015,TRUE,"Polyrhachis (Myrmhopla) waigeuensis Donisthorpe, 1943 (sexspinosa-group)",,,Formicinae,"very similar to POLY 001 but propodeal spines in angle 40 degrees (going a bit outwards from above view), dark brown to black petiolus and usually darker tibia,more visible liny structure bellow and around eyes on frons, prothorax spines looks a bit longer and more curved forward,  ---013 probably just var. of this morfosp.","det. R.Kohout, will be redescribed to species level in a Sexspinosa paper!"
POLY 016,TRUE,"Polyrhachis (Myrmhopla) mucronata Smith F., 1859 (mucronata-group)",,?,Formicinae,"medium black, similar to Poly 003 but long 2 propodeal and 2 on petiolus spines curved backwards and spines on pronotum very tiny!",det. R.Kohout
POLY 017,TRUE,"Polyrhachis (Myrmatopa) menozzii Karavaiev, 1927 (flavicornis-group)",,?,Formicinae,"sibling of  Poly 008 queen and workers but bigger with longer propodeal spines and between two spines on petiolus sharp hump, queen much bigger size than 008 and missing short prothorax spines /and propodeal spines are longer, also might be missed with POLY 009 group but never has three long spines on petiolus!",det. R.Kohout
POLY 018,FALSE,"Polyrhachis (Myrma) aff. rufofemorata Smith F., 1859 (relucens-group)",,?,Formicinae,"close to POLY 002 but red legs end red petiolus with not very tiny spines - Queen only coll., might be POLY 007 or 022 queen or new species - Hard to say as we do not have nest series, kept sep. for analysis",det. R.Kohout from photos
POLY 019,TRUE,"Polyrhachis (Myrmatopa) lombokensis Emery, 1898 (wallacei-group)",,?,Formicinae,"medium brownblack, it has only rather tiny spines - two tiny propodeal and two small thin on petiolus, Queen has also median hump between propodeal spines as 017 but smaller body, workers much lighter and smaller than queen",det. R.Kohout
POLY 020,TRUE,"Polyrhachis (Myrmatopa) dolomedes Smith F., 1863 (schang-group)",,?,Formicinae,"sibling of POLY 008 (and 019), but really smooth prothorax (never with small spines or sharp corners), has more apparent small spines on propodeum and mesoth. risen ""humps"", close to POLY 019 (especially Q) but more prominent and longer spines",det. R.Kohout
POLY 021,FALSE,"Polyrhachis (Aulacomyrma) pallipes Donisthorpe, 1948  (dohrni-group)",,?,Formicinae,"smaller golden species, angulate thorax with 4 sharp corners and longit. linings, circular  flattened petiolus with two small spines on its sides, yellow legs with dark ""knees""",det. R.Kohout
POLY 022,TRUE,"Polyrhachis (Myrma) rufofemorata Smith F., 1859 (relucens-group)",,?,Formicinae,"sibling of POLY 007,  red part of abdomen, legs and petiolus, almost the same but  very short 4 spines on petiolus - variation of 1 species or new sp.? Not sure, pinned as 022, in barcoding only 1% difference between them",det. R.Kohout
POLY 023,FALSE,"Polyrhachis (Myrmhopla) sp. nov. aff. bubastes Smith F., 1863 (sexspinosa-group)",,?,Formicinae,"sibling of POLY 015 and 006, but less hairy with more apparent sculpture on the body and diff,. spines - prothoracal going outwards and spines on propodeum curved little bit down-same squence as POLY 001 in barcoding but R. Kohout thinks that it is a new sp.","det. R.Kohout- sp. nov. or anomalous specimen (just 1 small nest, hard to say)-but all spc. form nest looks such strange!"
---POLY 024,FALSE,Polyrhachis sp. 24 - wrong det. = CAMP021,,?,Formicinae,"close to POLY 021, but a bit smaller, and smoother species with yellow petiolus and legs, no spines on petiolus and on thorax! no deep lines on sides of the head and thorax!",
POLY 025,FALSE,"Polyrhachis (Chariomyrma) costulata Emery, 1897",,?,Formicinae,"only a queen coll., golden hairing around body as in Poly 002 but spines as in Poly 016- only one backwards spines on propodeum and two spines on petiolus -but somewhat shorter spines and golden hairs!",det. R. Kohout from photos- see also photo on antweb
POLY 026,TRUE,"Polyrhachis (Cyrtomyrma) mondoi Donisthorpe, 1938",Nic,,Formicinae,"Similar to POLY 004. Diff: Shiny black with red legs, two short propodeal spines, petiole has longer lateral spines (ie. 2 outer spines and two inner smaller bits)","Yawan, Examined by Rudy"
POLY 027,FALSE,Polyrhachis (Chariomyrma) sp. 27 (sp.nov.),Nic,,Formicinae,"medium black Poly sp., Long backward pointing petiolar spines and propodeal spines and small spines on prothorax. Black and covered all over with stiff upright hairs, glassy surface without lines / smooth head and abdomen compare to POLY028","Yawan, Examined by Rudy"
POLY 028,FALSE,"Polyrhachis (Chariomyrma) hostilis Smith, F. 1859",Petr,,Formicinae,"black and hairy Poly of medum size, long curved propodeal spines and also similar two spines on petiolus, prothoracal spines only rather as sharp corners, lines on the head, and lines over abdomens and dorsum of petiolus, white hairs","M. Leponce, 1200m, fit the best with hostilis on antweb, but looks a bit more hairy (but the specimen on antweb looks not in good shape-could have hairs broken off), Rudy confirms with hostilis"
POLY 029,TRUE,"Polyrhachis (Campomyrma) xiphias Smith, F. 1863",Petr 2013/12,,Formicinae,"new sp. for Wanang hectare, closest to sp. 016 but more robust with less curved two straight spines on propodeum and two on petiolus, orange yellow legs and unusual nesting in live branches, different subgenus!",Examined by Rudy
POLY 030,TRUE,"Polyrhachis (Myrmatopa) antoniae Stitz, 1911 (flavicornis-group)",Petr 2014/02,?,Formicinae,"very similar to POLY 010, but much yet lighter abdomen and legs (yellow orange in all indiv. inluding light antens), front side of clypeus is not incised in the middle like in 008, but sculpture othervise closer to 010 rather than to dark sp. 008 (it might be perhaps only a variety of 010 but because of diff. clypeus and colour ans smoother surface of clypeus and thorax put as new morphsp.)",Examined by Rudy
POLY 031,FALSE,"Polyrhachis (Chariomyrma) limbata Emery, 1897",Justine,?,Formicinae,"close to 028, but smoother petiolus covered with white hairs from dorsum, less robust (narrower) thorax from dorsal view, also abdomen has no apparent deeper lines, only like a fine-dotty-hairy surface with weak lining on the side of abdomen / found in lowlands in only 200m = in Numba we have the same looking sp. but having also lines on dorsum of petiolus (but otherwise very same as 31, not as 28, could beloosed hairs?)",Examined by Rudy
POLY 032,FALSE,"Polyrhachis (Myrmhopla) sp.nov. aff. amana (Smith, F. 1861)",Justine,?,Formicinae,"close to 003 but has much smaler and less thick frontal spines, lighter tibia as in POLY 016 which is lacking longer frontal spines",Examined by Rudy from photo only
POLY 033,FALSE,"Polyrhachis (Aulacomyrma) aff. breviata Kohout, 2007",Justine,?,Formicinae,"small black Poly. with redish tibia, no spines-only short spiny frontal corners on prothorax, lines over whole head from fronal view, petiolus with lines and sharply incised in the midle,  propodeum not sharped from lateral view.Compare to 33 no lines on abdomen, which is not depressed in front to cover petiolus",Examined by Rudy: small differences compare to type such as fine striation in our specimen (not entirely smooth)
POLY 034,FALSE,"Polyrhachis (Aulacomyrma) aff. porcata Emery, 1921",Justine,?,Formicinae,"very close to 033 / diff: abdomen with lines over frontal part, petiolus almost smooth and straight in the midle, propodeum less rounded from lateral view (right angle with sharp corners), same colour as sp. 33, abdomen depressed in front to cover petiolus and propodeal spiracle protruding outward.","Examined by Rudy: differences to type such as more fine gaster striation and more hairy, gaster not lifted up in front"
POLY 035,FALSE,"Polyrhachis (Aulacomyrma) aff. lumi Kohout, 200",Justine,?,Formicinae,"close to 033 and 034/ diff: larger in size, abdomen with lines only lateraly in frontal part of abdomen, petiolus smooth and straight in the midle as 033, propodeum very sharped from side view (yet more than in 033), main difference from the above two species is SMOOTH HEAD and clypeus, with lines only on frons.","Examined by Rudy from photo only: differences to type: softer head striation, lines only on 1th abdom.segment, diff. propodeal teeth"
POLY 036,FALSE,"Polyrhachis (Chariomyrma) subcyanea Viehmeyer, 1914",Justine,?,Formicinae,"close to 027 from Yawan but does not have frontal spines  (only blunt corners as POLY028 and 31) and propodal spines are going straight back (not outwards from dorsal view), head and colour and general shape with smotth glossy surface resemble otherwise sp. 027 but has few lines in sides of the head",Examined by Rudy from photo only
POLY 037,FALSE,"Polyrhachis (Chariomyrma) loriai Emery, 1897",Justine,?,Formicinae,"very close to POLY036 but frontal corners of thorax are sharp (not blunt) and it gots lot of short golden hairs over abdomen, otherwise also glossy, smoooth and black,",Examined by Rudy: thinks that it is really different from 36
POLY 038,FALSE,"Polyrhachis (Chariomyrma) beauforti Emery, 1911",Justine,?,Formicinae,"very close to 031 x  buit has glossy black petiolus and abdomen without lines and dense hairs, also it is from  highlands",Examined by Rudy
POLY 039,TRUE,"Polyrhachis (Myrmhopla) nigripes Emery, 1897",Michał M.,,Formicinae,"four distinct spines both on prothorax and propodeum, and whitish hairs, not similar to other Myrmhopla",determined by M. Michlewicz
POLY 040,FALSE,Polyrhachis (Aulacomyrma) sp. 40,Michał M.,,Formicinae,"close to sp. 035 (lines only on sides of 1th tergif abdomen and lacking lines on front of the head, color and size) x very sharp propodeal little spines rather than corners, has sharper also frontal corners, different petiolus with spines in the middle and lateral spines tunerd backwards from above view, also lines on thorax less deep when compared from dorsum.","determined by M. Michlewicz, sent photos to Rudy for ID"
POLY 041,FALSE,Polyrhachis (Polyrhachis) sp. 41,Petr 2015/03,,Formicinae,"Polyrhachis subg.(spiny group with brown thorax), key-close to P. bellicosa and  P.taylori, but petiolar spines quite more curved backwards and eyes not touching head margins, new sp?","Numba, to yet sent photos to Rudy for ID"
POLY 042,TRUE,"Polyrhachis (Myrma) sp. 42 cf. sericata (Guérin-Méneville, 1838)",Petr 2015/03,,Formicinae,"very similar to sp.2 sericata but larger and almost without hairs (smooth black, golden dense hairs missing) and soft lines on the forehead, propodeal angle not abrupt, spines and petiolus otherwise very like sp.2","Numba, to yet sent photos to Rudy for ID"
POLY 043,FALSE,"Polyrhachis (Chariomyrma) sp. 43 aff. subcyanea Viehmeyer, 1914",Petr 2015/04,?,Formicinae,"close to sp.36 but prop.spines going close to each other from dorsal view and no lines on head at all (even the soft ones missing), no photos on antweb such specimen for NG","Numba, to yet sent photos to Rudy for ID"
POLY 044,FALSE,"Polyrhachis (Hagiomyrma) metella Smith, F., 1860",Petr 2015/04,?,Formicinae,"large sp. with very long straight spines on prodeum and petiolus, no spines on proth. but right-angled from side, red legs, black antens, soft tiny white hairs, characteristic narrow quadrishaped head with incised clypeus in the middle and with small eyes not touching head margin","Numba, to yet sent photos to Rudy for ID / /great fit to antweb, only endemic Hagiomyrma to PNG"
POLY 045,TRUE,Polyrhachis (Aulacomyrma) sp. 45,Petr 2015/06,,Formicinae,"Aulacomyrma with only very soft lines on head (almost not visible) and rounded propodeum, reminds sp.21 but legs got color with dark tibia and orange femora as sp.33-35,also has lines on sites of abd. as sp. 49 but lack deeplines on frons between carinas (these deeplines have both sp. 21+49)","Numba, to yet sent photos to Rudy for ID"
